English,System BG,Reference BG,en_idx,bg_idx,segment
Assessment of occupational exposure,Оценка на професионалната експозиция,Оценка на професионалното облъчване,1887,2003,dp
3.99.,3.99.,3.99.,1888,2004,dp
"Employers, as well as self-employed persons, and registrants and licensees shall be responsible for making arrangements for assessment of the occupational exposure of workers, on the basis of individual monitoring where appropriate, and shall ensure that arrangements are made with authorized or approved dosimetry service providers that operate under a quality management system.","Работодателите, както и самостоятелно заетите лица, както и регистрантите и лицензите отговарят за вземането на мерки за оценка на професионалната експозиция на работниците въз основа на индивидуалния мониторинг, когато е целесъобразно, и гарантират, че се сключват договорености с упълномощени или одобрени доставчици на услуги по дозиметрия, които работят в рамките на система за управление на качеството.","Работодателите, както и самонаетите лица, регистрираните лица и лицензиантите са отговорни за предприемането на мерки за оценка на професионалното облъчване на работниците въз основа на индивидуален дозиметричен контрол, когато това е целесъобразно, и гарантират, че са предприети мерки с имащи официално разрешение или одобрени доставчици на дозиметрични услуги, които работят в рамките на система за управление на качеството.",1889,2005,dp
"OR, EP","ПЕ, ЕП","OR, EP",1890,2006,dp
This is the responsibility of the Owner/Licensee and/or other external parties.,Това е отговорност на собственика/лицензията и/или други външни лица.,Това е отговорност на Собственика/Лицензианта и/или други външни страни.,1891,2007,dp
"AP1000 RMS provides continuous monitoring of the radiation parameters as described in DCD Section 11.5. It includes monitoring of the radioactivity of the gaseous and liquid process streams, gaseous and liquid effluents, plant airborne and designated areas as shown in DCD Table 11.5-2. Portable (individual) dosimeters and devices for radiation monitoring are within the Owner/Licensee scope.","AP1000 RMS осигурява непрекъснато наблюдение на радиационните параметри, както е описано в раздел 11.5. То включва наблюдение на радиоактивността на газовите и течни технологични потоци, газообразните и течните отпадъчни води, инсталациите във въздуха и определените зони, както е показано в таблица 11.5-2 на DCD. Преносими (индивидуални) дозиметри и устройства за радиационен мониторинг са в обхвата „собственик/лиценз“.","СРМ на AP1000 осигурява непрекъснат контрол на радиационните параметри, както е описано в Раздел 11.5 на ДКП. Това включва измерване на активността на газообразните и течните емисии, радиоактивните отпадъчни води и газове, въздуха на територията на централата и определени зони, както е показано в Таблица 11.5-2 на ДКП. Преносимите (индивидуалните) дозиметри и устройства за радиационен контрол попадат в обхвата на Собственика/Лицензианта.",1892,2008,dp
3.100.,3.100.,3.100.,1893,2009,dp
"For any worker who usually works in a controlled area, or who occasionally works in a controlled area and may receive a significant dose from occupational exposure, individual monitoring shall be undertaken where appropriate, adequate and feasible. In cases where individual monitoring of the worker is inappropriate, inadequate or not feasible, the occupational exposure shall be assessed on the basis of the results of workplace monitoring and information on the locations and durations of exposure of the worker33.","За всеки работник, който обикновено работи в контролирана зона или който понякога работи в контролирана зона и може да получи значителна доза от професионална експозиция, се извършва индивидуално наблюдение, когато е целесъобразно, подходящо и осъществимо. В случаите, когато индивидуалният мониторинг на работника е неподходящ, неподходящ или не е осъществим, професионалното облъчване се оценява въз основа на резултатите от наблюдението на работното място и информация за местоположението и продължителността на експозицията на работника33.","За всеки работник, който обикновено работи в контролирана зона или който понякога работи в контролирана зона и може да получи значителна доза на професионално облъчване, се извършва индивидуален дозиметричен контрол, когато това е целесъобразно, адекватно и осъществимо. В случаите, когато индивидуалният дозиметричен контрол на работника е нецелесъобразен, неадекватен или невъзможен, професионалното облъчване се оценява въз основа на резултатите от мониторинга на работното място и информацията за местата и продължителността на облъчването на работника33.",1894,2010,dp
"OR, EP","ПЕ, ЕП","OR, EP",1895,2011,dp
This is the responsibility of the Owner/Licensee and/or other external parties.,Това е отговорност на собственика/лицензията и/или други външни лица.,Това е отговорност на Собственика/Лицензианта и/или други външни страни.,1896,2012,dp
"AP1000 RMS provides continuous monitoring of the radiation parameters as described in DCD Section 11.5. It includes monitoring of the radioactivity of the gaseous and liquid process streams, gaseous and liquid effluents, plant airborne and designated areas as shown in DCD Table 11.5-2. Portable (individual) dosimeters and devices for radiation monitoring are within the Owner/Licensee scope.","AP1000 RMS осигурява непрекъснато наблюдение на радиационните параметри, както е описано в раздел 11.5. То включва наблюдение на радиоактивността на газовите и течни технологични потоци, газообразните и течните отпадъчни води, инсталациите във въздуха и определените зони, както е показано в таблица 11.5-2 на DCD. Преносими (индивидуални) дозиметри и устройства за радиационен мониторинг са в обхвата „собственик/лиценз“.","СРМ на AP1000 осигурява непрекъснат контрол на радиационните параметри, както е описано в Раздел 11.5 на ДКП. Това включва измерване на активността на газообразните и течните емисии, радиоактивните отпадъчни води и газове, въздуха на територията на централата и определени зони, както е показано в Таблица 11.5-2 на ДКП. Преносимите (индивидуалните) дозиметри и устройства за радиационен контрол попадат в обхвата на Собственика/Лицензианта.",1897,2013,dp
3.101.,3.101.,3.101.,1898,2014,dp
"For any worker who regularly works in a supervised area or who enters a controlled area only occasionally, the occupational exposure shall be assessed on the basis of the results of workplace monitoring or individual monitoring, as appropriate.","За всеки работник, който редовно работи в поднадзорна зона или влиза в контролирана зона само от време на време, професионалната експозиция се оценява въз основа на резултатите от наблюдението на работното място или индивидуалния мониторинг, според случая.","За всеки работник, който редовно работи в контролирана зона или който влиза в контролирана зона само от време на време, професионалното облъчване се оценява въз основа на резултатите от мониторинга на работното място или индивидуалния дозиметричен контрол, според случая.",1899,2015,dp
"OR, EP","ПЕ, ЕП","OR, EP",1900,2016,dp
This is the responsibility of the Owner/Licensee and/or other external parties.,Това е отговорност на собственика/лицензията и/или други външни лица.,Това е отговорност на Собственика/Лицензианта и/или други външни страни.,1901,2017,dp
"AP1000 RMS provides continuous monitoring of the radiation parameters as described in DCD Section 11.5. It includes monitoring of the radioactivity of the gaseous and liquid process streams, gaseous and liquid effluents, plant airborne and designated areas as shown in DCD Table 11.5-2. Portable (individual) dosimeters and devices for radiation monitoring are within the Owner/Licensee scope.","AP1000 RMS осигурява непрекъснато наблюдение на радиационните параметри, както е описано в раздел 11.5. То включва наблюдение на радиоактивността на газовите и течни технологични потоци, газообразните и течните отпадъчни води, инсталациите във въздуха и определените зони, както е показано в таблица 11.5-2 на DCD. Преносими (индивидуални) дозиметри и устройства за радиационен мониторинг са в обхвата „собственик/лиценз“.","СРМ на AP1000 осигурява непрекъснат контрол на радиационните параметри, както е описано в Раздел 11.5 на ДКП. Това включва измерване на активността на газообразните и течните емисии, радиоактивните отпадъчни води и газове, въздуха на територията на централата и определени зони, както е показано в Таблица 11.5-2 на ДКП. Преносимите (индивидуалните) дозиметри и устройства за радиационен контрол попадат в обхвата на Собственика/Лицензианта.",1902,2018,dp
3.102.,3.102.,3.102.,1903,2019,dp
"Employers shall ensure that workers who could be subject to exposure due to contamination are identified, including workers who use respiratory protective equipment. Employers shall arrange for appropriate monitoring to the extent necessary to demonstrate the effectiveness of the measures for protection and safety and to assess intakes of radionuclides and the committed effective doses.","Работодателите гарантират, че работниците, които биха могли да бъдат изложени на експозиция поради замърсяване, включително работниците, които използват дихателна защитна техника. Работодателите осигуряват подходящо наблюдение до степента, необходима за доказване на ефективността на мерките за защита и безопасност и за оценка на приема на радионуклиди и на действително извършените дози.","Работодателите трябва да гарантират, че работниците, които биха могли да бъдат изложени на облъчване поради радиоактивно замърсяване, са идентифицирани, включително работниците, използващи средства за защита на дихателните органи. Работодателите организират подходящ мониторинг в обема, необходим за демонстриране на ефективността на мерките за защита и безопасност и за оценка на приема на радионуклиди и очакваните ефективни дози.",1904,2020,dp
"OR, EP","ПЕ, ЕП","OR, EP",1905,2021,dp
This is the responsibility of the Owner/Licensee and/or other external parties.,Това е отговорност на собственика/лицензията и/или други външни лица.,Това е отговорност на Собственика/Лицензианта и/или други външни страни.,1906,2022,dp
Records of occupational exposure,Записи на професионалната експозиция,Записи за професионално облъчване,1907,2023,dp
3.103.,3.103.,3.103.,1908,2024,dp
"Employers, registrants and licensees shall maintain records of occupational exposure34 for every worker for whom assessment of occupational exposure is required in paras 3.99–3.102.","Работодателите, регистрантите и лицензите водят регистър на професионалната експозиция34 за всеки работник, за когото оценката на професионалната експозиция се изисква в точки 3.99—3.102.","Работодателите, регистрираните лица и лицензиантите трябва да поддържат записи за професионалното облъчване34 за всеки работник, за когото се изисква оценка на професионалното облъчване съгласно т. 3.99-3.102.",1909,2025,dp
"OR, EP","ПЕ, ЕП","OR, EP",1910,2026,dp
This is the responsibility of the Owner/Licensee or other external parties.,Това е отговорност на собственика/лицензията или други външни лица.,Това е отговорност на Собственика/Лицензианта или други външни страни.,1911,2027,dp
3.104.,3.104.,3.104.,1912,2028,dp
"Records of occupational exposure for each worker shall be maintained during and after the worker’s working life, at least until the former worker attains or would have attained the age of 75 years, and for not less than 30 years after cessation of the work in which the worker was subject to occupational exposure.","Записите за професионална експозиция за всеки работник се поддържат по време на и след трудовия живот на работника, поне докато бившият работник достигне или е навършил 75 години, и не по-малко от 30 години след прекратяването на работата, при която работникът е бил изложен на професионална експозиция.","Записите за професионалното облъчване за всеки работник се съхраняват по време на целия период на трудова дейност на работника и след завършването на тази дейност, поне докато бившият работник навърши или би навършил 75-годишна възраст, и не по-малко от 30 години след прекратяване на трудовата дейност, при която работникът е бил изложен на професионално облъчване.",1913,2029,dp
"OR, EP","ПЕ, ЕП","OR, EP",1914,2030,dp
This is the responsibility of the Owner/Licensee and/or other external parties.,Това е отговорност на собственика/лицензията и/или други външни лица.,Това е отговорност на Собственика/Лицензианта и/или други външни страни.,1915,2031,dp
3.105.,3.105.,3.105.,1916,2032,dp
Records of occupational exposure shall include:,Записите на професионалната експозиция включват:,Записите за професионално облъчване включват:,1917,2033,dp
(a) Information on the general nature of the work in which the worker was subject to occupational exposure;,"а) информация за общия характер на работата, в която работникът е бил изложен на професионална експозиция;","(а) информация за общото естество на работата, при която работникът е бил изложен на професионално облъчване;",1918,2034,dp
"(b) Information on dose assessments, exposures and intakes at or above the relevant recording levels specified by the regulatory body and the data upon which the dose assessments were based;","б) информация за оценките на дозата, експозициите и поглъщанията на или над съответните нива на записване, определени от регулаторния орган, и данните, на които са основани оценките на дозата;","б) информация за оценките на дозите, облъчванията и приемите на радионуклиди, достигнали съответните референтни нива, определени от регулаторния орган, или превишаващи тези нива, и данните, на които се основават оценките на дозите;",1919,2035,dp
"(c) When a worker is or has been exposed while in the employ of more than one employer, information on the dates of employment with each employer and on the doses, exposures and intakes in each such employment;","в) Когато работник е или е бил изложен на риск, докато е бил нает от повече от един работодател, информация за датите на работа при всеки работодател и за дозите, експозициите и приеманията във всяка такава заетост;","в) когато работникът е или е бил облъчван, докато е работил при повече от един работодател, информация за датите на работа при всеки работодател и за дозите, облъчванията и приемите на радионуклиди при всяка такава работа;",1920,2036,dp
"(d) Records of any assessments made of doses, exposures and intakes due to actions taken in an emergency or due to accidents or other incidents, which shall be distinguished from assessments of doses, exposures and intakes due to normal conditions of work and which shall include references to reports of any relevant investigations.","г) Записи на всички оценки на дози, експозиции и приеми, дължащи се на действия, предприети при извънредна ситуация или вследствие на произшествия или други инциденти, които се различават от оценките на дози, експозиции и приеми поради нормални условия на работа и които включват препратки към доклади за всякакви съответни разследвания.","(г) записи за всички направени оценки на дозите, облъчванията и приемите на радионуклиди, дължащи се на действия, предприети при аварийни ситуации, аварии или други инциденти, които се фиксират отделно от оценките на дозите, облъчванията и приемите, дължащи се на нормални условия на работа, и които включват препратки към отчети за всички съответни разследвания.",1921,2037,dp
"OR, EP","ПЕ, ЕП","OR, EP",1922,2038,dp
This is the responsibility of the Owner/Licensee and/or other external parties.,Това е отговорност на собственика/лицензията и/или други външни лица.,Това е отговорност на Собственика/Лицензианта и/или други външни страни.,1923,2039,dp
3.106.,3.106.,3.106.,1924,2040,dp
"Employers, registrants and licensees:","Работодатели, регистранти и лицензи:","Работодателите, регистрираните лица и лицензиантите:",1925,2041,dp
(a) Shall provide workers with access to records of their OR occupational exposure;,а) предоставя на работниците достъп до регистрите на професионалната им експозиция;,(а) предоставят на работниците достъп до записите за тяхното собствено професионално облъчване;,1926,2042,dp
"(b) Shall provide the supervisor of the programme for workers’ health surveillance, the regulatory body and the relevant employer with access to workers’ records of occupational exposure;","б) осигурява на ръководителя на програмата за наблюдение на здравето на работниците, на регулаторния орган и на съответния работодател достъп до досиетата на работниците за професионално облъчване;","б) предоставят на ръководителя на програмата за наблюдение на здравето на работниците, на регулаторния орган и на съответния работодател достъп до записите за професионалното облъчване на работниците;",1927,2043,dp
(c) Shall facilitate the provision of copies of workers’ exposure records to new employers when workers change employment;,"в) улеснява предоставянето на копия от досиетата за експозиция на работниците на нови работодатели, когато работниците сменят работата си;","(в) улесняват предоставянето на копия от записите за облъчването на работниците на нови работодатели, когато работниците сменят местоработата си;",1928,2044,dp
"(d) Shall make arrangements for the retention of exposure records for former workers by the employer, registrant or licensee, as appropriate;","г) предприема необходимите мерки за съхраняване на записите на експозицията на бивши работници от работодателя, регистрант или лицензополучател, според случая;","г) предприемат мерки за съхраняване на записите за облъчването на бивши работници от работодателя, регистрираното лице или лицензианта, според случая;",1929,2045,dp
"(e) Shall, in complying with (a)–(d) above, give due care and attention to maintaining the confidentiality of records.",д) при спазване на буква а)–г) по-горе полага дължима грижа и внимание на запазването на поверителността на регистрите.,д) при изпълнението на букви а)-г) по-горе полагат дължимата грижа и внимание за запазване на поверителността на записите.,1930,2046,dp
"OR, EP","ПЕ, ЕП","OR, EP",1931,2047,dp
This is the responsibility of the Owner/Licensee and/or other external parties.,Това е отговорност на собственика/лицензията и/или други външни лица.,Това е отговорност на Собственика/Лицензианта и/или други външни страни.,1932,2048,dp
3.107.,3.107.,3.107.,1933,2049,dp
"If employers, registrants and licensees cease to conduct activities in which workers are subject to occupational exposure, they shall make arrangements for the retention of workers’ records of occupational exposure by the regulatory body or a State registry, or by a relevant employer, registrant or licensee, as appropriate.","Ако работодателите, регистрантите и лицензополучателите престанат да извършват дейности, при които работниците са изложени на професионална експозиция, те предприемат мерки за запазване на досиетата на работниците за професионална експозиция от регулаторния орган или от държавен регистър, или от съответния работодател, регистрант или лицензополучател, според случая.","Ако работодателите, регистрираните лица и лицензиантите престанат да извършват дейности, при които работниците са изложени на професионално облъчване, те трябва да вземат мерки за съхраняване на записите за професионалното облъчване на работниците при регулаторния орган или в държавен регистър, или при съответния работодател, регистрирано лице или лицензиант, според случая.",1934,2050,dp
"OR, EP","ПЕ, ЕП","OR, EP",1935,2051,dp
This is the responsibility of the Owner/Licensee and/or other external parties.,Това е отговорност на собственика/лицензията и/или други външни лица.,Това е отговорност на Собственика/Лицензианта и/или други външни страни.,1936,2052,dp
Workers’ health surveillance,Здравно наблюдение на работниците,Наблюдение на здравето на работниците,1937,2053,dp
3.108.,3.108.,3.108.,1938,2054,dp
Programmes for workers’ health surveillance as required in para. 3.76(f):,"Програми за здравно наблюдение на работниците, както се изисква по ал. 3.76, буква е):","Програмите за наблюдение на здравето на работниците, както се изисква в т. 3.76 (е):",1939,2055,dp
(a) Shall be based on the general principles of occupational health [22];,а) се основава на общите принципи на професионалното здраве [22];,(а) се основават на общите принципи на хигиената на труда [22];,1940,2056,dp
(b) Shall be designed to assess the initial fitness and continuing fitness of workers for their intended tasks.,"б) се проектират така, че да оценят първоначалната годност и продължаващата годност на работниците за предвидените от тях задачи.",(б) са предназначени за оценка на първоначалната и продължаващата годност на работниците за изпълнение на предвидените за тях задачи.,1941,2057,dp
"OR, EP","ПЕ, ЕП","OR, EP",1942,2058,dp
This is the responsibility of the Owner/Licensee or/and other external parties.,Това е отговорност на собственика/лицензията или/и други външни лица.,Това е отговорност на Собственика/Лицензианта или/и други външни страни.,1943,2059,dp
3.109.,3.109.,3.109.,1944,2060,dp
"If one or more workers are to be engaged in work in which they are or could be exposed to radiation from a source that is not under the control of their employer, the registrant or licensee responsible for the source shall, as a precondition for the engagement of such workers, make with the employer any special arrangements for workers’ health surveillance that are needed to comply with the rules established by the regulatory body or other relevant authority.","Ако един или повече работници трябва да бъдат ангажирани в работа, в която са или могат да бъдат изложени на радиация от източник, който не е под контрола на техния работодател, регистрантът или лицензополучателят, отговорен за източника, като предварително условие за ангажирането на такива работници, предприема със работодателя всякакви специални мерки за здравно наблюдение на работниците, които са необходими, за да се съобразят с правилата, установени от регулаторния орган или друг съответен орган.","Ако един или повече работници ще бъдат ангажирани с работа, при която са или биха могли да бъдат изложени на йонизиращо лъчение от източник, който не е под контрола на техния работодател, регистрираното лице и лицензиантът, отговарящ за източника, като предварително условие за ангажирането на такива работници приема с работодателя всички специални мерки за наблюдение на здравето на работниците, необходими за осигуряване спазването на правилата, установени от регулаторния орган или друг съответен орган.",1945,2061,dp
"OR, EP","ПЕ, ЕП","OR, EP",1946,2062,dp
This is the responsibility of the Owner/Licensee and/or other external parties.,Това е отговорност на собственика/лицензията и/или други външни лица.,Това е отговорност на Собственика/Лицензианта и/или други външни страни.,1947,2063,dp
"Requirement 26: Information, instruction and training","Изискване 26: Информация, обучение и обучение","Изискване 26: Информация, инструктаж и обучение",1948,2064,dp
Description,Описание,Описание,1949,2065,dp
Compliance,Съответствие,Съответствие,1950,2066,dp
Justification,Обосновка,Обосновка,1951,2067,dp
"Employers, registrants and licensees shall provide workers with adequate information, instruction and training for protection and safety.","Работодателите, регистрантите и лицензите предоставят на работниците подходяща информация, инструкции и обучение за защита и безопасност.","Работодателите, регистрираните лица и лицензиантите трябва да предоставят на работниците подходяща информация, инструктаж и обучение по въпросите на защитата и безопасността.",1952,2068,dp
"OR, EP","ПЕ, ЕП","OR, EP",1953,2069,dp
This is the responsibility of the Owner/Licensee and/or other external parties.,Това е отговорност на собственика/лицензията и/или други външни лица.,Това е отговорност на Собственика/Лицензианта и/или други външни страни.,1954,2070,dp
"In this case the DCD prepared for the AP1000 plant may help. Chapter 18 of DCD covers human factors engineering. All necessary information about radiation protection and safety can be found in chapter 12 of DCD. In the area of procedures, Chapter 13 of the DCD describes conduct of operation. Emergency planning is one of the points of this chapter. Some safety features are localized in chapter 16 of DCD which discusses technical specification.","В този случай DCD, подготвен за завода AP1000 може да помогне. Глава 18 от DCD обхваща човешки фактори инженерство. Цялата необходима информация за радиационна защита и безопасност може да се намери в глава 12 от DCD. В областта на процедурите, глава 13 от DCD описва провеждането на работа. Аварийно планиране е една от точките на настоящата глава. Някои функции за безопасност са локализирани в глава 16 от DCD, която обсъжда техническата спецификация.","В този случай ДКП, изготвен за централата AP1000, може да помогне. В Глава 18 на ДКП се разглеждат аспектите на човешките фактори. Цялата необходима информация за радиационната защита и безопасността може да бъде намерена в Глава 12 на ДКП. Що се отнася до процедурите, в Глава 13 на ДКП е описано провеждането на операциите. Аварийното планиране е една от точките на тази глава. Някои функции за безопасност са описани в Глава 16 на ДКП, в която се обсъждат техническите спецификации.",1955,2071,dp
3.110.,3.110.,3.110.,1956,2072,dp
"Employers, in cooperation with registrants and licensees:","Работодатели, в сътрудничество с регистранти и лицензи:","Работодателите, в сътрудничество с регистрираните лица и лицензиантите:",1957,2073,dp
"(a) Shall provide all workers with adequate information on health risks due to their occupational exposure in normal operation, anticipated operational occurrences and accident conditions, adequate instruction and training and periodic retraining in protection and safety, and adequate information on the significance of their actions for protection and safety;","а) предоставя на всички работници подходяща информация за рисковете за здравето, дължащи се на професионалната им експозиция при нормална експлоатация, очакваните оперативни събития и условия на произшествие, подходящото обучение и периодично преквалификация в областта на защитата и безопасността, както и подходяща информация за значението на техните действия за защита и безопасност;","(а) предоставят на всички работници адекватна информация за рисковете за здравето, дължащи се на тяхното професионално облъчване при нормална експлоатация, очаквани експлоатационни събития и аварийни условия, подходящи инструктажи и обучение и периодично преквалифициране в областта на защитата и безопасността, както и адекватна информация за значението на техните действия за защитата и безопасността;",1958,2074,dp
"(b) Shall provide those workers who could be involved in or affected by the response to an emergency with appropriate information, and adequate instruction and training and periodic retraining, for protection and safety;","б) предоставя на работниците, които биха могли да участват или да бъдат засегнати от реагирането на извънредна ситуация, подходяща информация и подходящи инструкции, обучение и периодично преквалификация за защита и безопасност;","б) предоставят на работниците, които биха могли да участват или да бъдат въвлечени в реагирането на извънредна ситуация или да бъдат засегнати от нея, подходяща информация и адекватен инструктаж, както и обучение и периодично преквалифициране за целите на защитата и безопасността;",1959,2075,dp
(c) Shall maintain records of the training provided to individual workers.,"в) води регистър на обучението, предоставено на отделните работници.","в) водят документация за обучението, предоставено на отделните работници.",1960,2076,dp
"OR, EP","ПЕ, ЕП","OR, EP",1961,2077,dp
This is the responsibility of the Owner/Licensee and/or other external parties.,Това е отговорност на собственика/лицензията и/или други външни лица.,Това е отговорност на Собственика/Лицензианта и/или други външни страни.,1962,2078,dp
"As mentioned previously in this requirement, the DCD may help in preparing relevant information significant for radiation protection and safety.","Както е посочено по-горе в това изискване, DCD може да помогне при подготовката на съответната информация, значима за радиационната защита и безопасност.","Както беше споменато по-горе в това изискване, ДКП може да помогне за изготвянето на съответната информация, която е от значение за радиационната защита и безопасността.",1963,2079,dp
Requirement 27: Conditions of service,Изискване 27: Условия за ползване,Изискване 27: Условия на труд,1964,2080,dp
Description,Описание,Описание,1965,2081,dp
Compliance,Съответствие,Съответствие,1966,2082,dp
Justification,Обосновка,Обосновка,1967,2083,dp
"Employers, registrants and licensees shall not offer benefits as substitutes for measures for protection and safety.","Работодателите, регистрантите и лицензите не предлагат ползи като заместители на мерките за защита и безопасност.","Работодателите, регистрираните лица и лицензиантите не предлагат допълнителни ползи като заместители на мерки за защита и безопасност.",1968,2084,dp
"OR, EP","ПЕ, ЕП","OR, EP",1969,2085,dp
This is the responsibility of the Owner/Licensee and/or other external parties.,Това е отговорност на собственика/лицензията и/или други външни лица.,Това е отговорност на Собственика/Лицензианта и/или други външни страни.,1970,2086,dp
3.111.,3.111.,3.111.,1971,2087,dp
"The conditions of service of workers shall be independent of whether they are or could be subject to occupational exposure. Special compensatory arrangements, or preferential consideration with respect to salary, special insurance coverage, working hours, length of vacation, additional holidays or retirement benefits, shall neither be granted nor be used as substitutes for measures for protection and safety in accordance with the requirements of these Standards.","Условията за труд на работниците са независими от това дали са или биха могли да бъдат изложени на професионална експозиция. Специални компенсаторни мерки или преференциално възнаграждение по отношение на заплатата, специалното застрахователно покритие, работното време, продължителността на ваканцията, допълнителните почивки или пенсионните обезщетения не се предоставят, нито се използват като заместители на мерките за защита и безопасност в съответствие с изискванията на настоящите стандарти.","Условията на труд на работниците не зависят от това дали те са или биха могли да бъдат изложени на професионално облъчване. Специални компенсаторни мерки или преференциални условия по отношение на заплата, специално застрахователно покритие, работно време, продължителност на отпуската, допълнителни почивни дни или обезщетения при пенсиониране не могат да се предоставят, нито да се използват като заместители на мерките за защита и безопасност в съответствие с изискванията на настоящите стандарти.",1972,2088,dp
